Site_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,area_m2,DA_9_SA_m2,LAND_COVER,FrmlndCls,DrainClass,HydrcRatng,Hydri,PondFCls,Slope,SurfText,Tfactor,compname,KfactorRF,KfactorWS,mean_slope,mean_D_m,total_V_m3,mean_V_m3,MUSYM,CropProdIn,NEAR_FID,NEAR_DIST,NEAR_FC,CPI_depth
6791,MAP,3,13,491,447,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,6335.838379,57022.54541,Cultivated Crops,Prime farmland if protected from flooding or not frequently flooded during the growing season,Poorly drained,All Hydric,1,None,1.333333333,clay loam,5,Comfrey,0.24,0.24,1.1296153,0.2661588,1681.591675,1685.295776,18,89,787,0,GBER_CONUS_wet_poly,334.3867798
6792,COB,2,35,464,456,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,5472.244629,49250.20166,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,0.1686637,0.3266607,1799.247315,1786.375855,310,79,5417,1599.358218,GBER_CONUS_wet_poly,241.8411407
6793,COB,2,35,464,456,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,4791.546875,43123.92188,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.5,clay,5,Beauford,0.28,0.28,3.4909961,0.7032009,3474.515625,3367.171631,310,86,5417,1662.599612,GBER_CONUS_wet_poly,122.297905
6832,LES,1,30,511,374,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,6537.299805,58835.69824,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.066666667,clay loam,5,Canisteo,0.2666667,0.2666667,0.0791312,0.3737391,2482.374756,2441.407227,L84A,92,4240,732.9818081,GBER_CONUS_wet_poly,246.1610565
6833,LES,2,14,401,341,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,23875.44336,214878.9902,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Cordova,0.26,0.26,0.4296277,0.2937721,7019.68457,7008.682617,L81A,89,4240,641.157901,GBER_CONUS_wet_poly,302.9559326
6834,LES,1,30,511,374,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,4085.317139,36767.85425,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.9,clay loam,5,Canisteo,0.24,0.24,0.486918,0.1723399,711.9362183,703.5355835,L107A,91,11298,408.5900484,GBER_CONUS_wet_poly,528.0262451
6835,LES,1,30,511,374,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,71359.38281,642234.4453,Cultivated Crops,Not prime farmland,Poorly drained,Partially Hydric,0.5,None,12.74,silty clay loam,5,Havelock,0.24,0.24,0.6735051,1.1843222,84514.42188,84449.02344,L127A,46,2424,0,GBER_CONUS_wet_poly,38.8407822
6836,LES,1,30,511,374,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,11439.7334,102957.6006,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.95,clay loam,5,Poorly drained soil,0.24,0.24,0.2960873,0.2133951,2454.470947,2439.348877,L83A,92,11298,504.4192666,GBER_CONUS_wet_poly,431.1251221
6866,COB,2,33,462,450,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,8386.53418,75478.80762,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.95,clay loam,5,Poorly drained soil,0.24,0.24,0.00001,0.3993136,3169.751465,3346.373291,L83A,92,4879,1492.839179,GBER_CONUS_wet_poly,230.39534
6867,COB,2,33,462,450,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,3494.826904,31453.44214,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.9,clay loam,5,Canisteo,0.24,0.24,0.00001,0.3427715,1138.344238,1197.034058,L107A,91,6591,1669.675399,GBER_CONUS_wet_poly,265.4829712
6868,COB,2,33,462,450,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,14353.09277,129177.835,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.833333333,clay loam,5,Poorly drained soil,0.2533333,0.2533333,0.6987619,0.3033085,4397.67041,4350.17627,L83A,90,4879,1733.805978,GBER_CONUS_wet_poly,296.7275696
6869,COB,2,33,462,450,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,11136.53223,100228.79,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Poorly drained soil,0.24,0.24,0.4879003,0.1458848,1595.250732,1623.445557,L83A,93,4879,1494.747445,GBER_CONUS_wet_poly,637.4891357
6870,COB,2,33,444,450,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,81667.84375,735010.5938,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.175,clay loam,5,Poorly drained soil,0.25,0.25,0.2541985,0.429421,34783.10156,35043.69531,L83A,92,6591,1220.975457,GBER_CONUS_wet_poly,214.2419586
6871,COB,2,33,444,450,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,3375.598145,30380.3833,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.6,clay loam,5,Poorly drained soil,0.24,0.24,1.2528222,0.2564611,872.4807129,865.0632324,L83A,96,6591,1689.816953,GBER_CONUS_wet_poly,374.3257446
6872,COB,2,33,462,450,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,3677.469238,33097.22314,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.9,clay loam,5,Canisteo,0.24,0.24,2.8087912,0.2300438,913.0440063,845.3480225,L107A,91,6591,1822.712943,GBER_CONUS_wet_poly,395.5767822
6873,COB,2,33,462,450,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,47508.13281,427573.1953,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.95,clay loam,5,Poorly drained soil,0.24,0.24,0.1611763,0.2978065,14304.54004,14137.73633,L83A,92,4879,900.2214767,GBER_CONUS_wet_poly,308.925415
6874,COB,2,33,479,449,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,3941.49585,35473.46265,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.95,clay loam,5,Poorly drained soil,0.24,0.24,0.1773127,0.2944094,1192.35791,1159.551025,L83A,92,4879,1077.576034,GBER_CONUS_wet_poly,312.4900513
6875,COB,2,33,462,450,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,5024.944824,45224.50342,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Poorly drained soil,0.24,0.24,0.200564,0.393445,1975.881104,1975.571533,L83A,93,4879,865.809976,GBER_CONUS_wet_poly,236.3735504
6876,COB,2,33,462,450,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,7404.51416,66640.62744,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.9,clay loam,5,Canisteo,0.24,0.24,0.3626628,0.4038835,2977.025147,2988.342773,L107A,91,4879,726.1981407,GBER_CONUS_wet_poly,225.3124847
6877,COB,2,33,462,450,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,6396.49707,57568.47363,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,silty clay loam,5,Webster,0.24,0.24,0.2135117,0.4078633,2642.954102,2606.953125,L112A,94,4879,1567.379778,GBER_CONUS_wet_poly,230.4693909
6878,COB,2,33,479,449,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,8615.463867,77539.1748,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.95,clay loam,5,Poorly drained soil,0.24,0.24,1.095979,0.3237683,2858.550049,2787.341553,L83A,92,4879,878.3403608,GBER_CONUS_wet_poly,284.1538696
6879,COB,2,33,479,449,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,3003.073242,27027.65918,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,silty clay loam,5,Webster,0.24,0.24,0.3168305,0.3004232,876.0339966,901.5216675,L112A,94,4879,1154.396699,GBER_CONUS_wet_poly,312.8919678
6880,COB,2,33,479,449,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,11287.50195,101587.5176,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.833333333,clay loam,5,Poorly drained soil,0.2533333,0.2533333,0.9023181,0.3146029,3542.114258,3548.441162,L83A,90,4879,803.8807117,GBER_CONUS_wet_poly,286.0749207
6881,LES,1,30,511,374,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,11123.39063,100110.5156,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.95,clay loam,5,Poorly drained soil,0.24,0.24,0.4025994,0.3276851,3662.864258,3642.24292,L83A,92,11298,1040.218228,GBER_CONUS_wet_poly,280.7573242
6882,LES,1,30,511,374,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,3409.815186,30688.33667,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.6,clay loam,5,Poorly drained soil,0.24,0.24,0.6110145,0.2751709,1069.864502,937.5790405,L83A,96,11298,692.2096205,GBER_CONUS_wet_poly,348.874115
6883,COB,2,33,479,449,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,13140.29199,118262.6279,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Poorly drained soil,0.24,0.24,0.1879166,0.4295358,5636.369141,5640.012207,L83A,93,11298,1637.322793,GBER_CONUS_wet_poly,216.5127869
6884,COB,2,33,479,449,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,4973.411133,44760.7002,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.8,clay loam,5,Poorly drained soil,0.26,0.26,0.1462775,0.265149,1396.009644,1317.716431,L83A,90,4879,382.2962008,GBER_CONUS_wet_poly,339.4317627
6885,COB,2,33,479,449,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,25076.58789,225689.291,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.875,clay loam,5,Poorly drained soil,0.25,0.25,0.3783621,0.3520546,8783.057617,8821.749023,L83A,91,4879,1475.554922,GBER_CONUS_wet_poly,258.4826355
6886,COB,2,33,479,449,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,80883.24219,727949.1797,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.46,clay loam,5,Poorly drained soil,0.24,0.24,0.2354535,0.5371318,43290.13281,43412.72266,L83A,95,4879,51.84984872,GBER_CONUS_wet_poly,176.8653412
6887,COB,2,33,479,449,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,34073.48828,306661.3945,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.95,clay loam,5,Poorly drained soil,0.24,0.24,0.1419972,0.4378621,14789.66992,14908.33789,L83A,92,11298,1194.996685,GBER_CONUS_wet_poly,210.1118011
6888,COB,2,33,462,450,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,7671.056641,69039.50977,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.1,silty clay loam,5,Marna,0.28,0.28,0.017495,0.3740541,2817.749512,2867.276611,L82A,87,2098,823.2059164,GBER_CONUS_wet_poly,232.5866699
6889,COB,2,33,479,449,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,3373.281738,30359.53564,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.6,clay loam,5,Harps,0.28,0.28,0.5290641,0.1962614,651.7842407,661.5564575,L84A,86,2098,653.6263653,GBER_CONUS_wet_poly,438.1910706
6890,COB,2,33,479,449,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,24957.22266,224615.0039,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.95,clay loam,5,Poorly drained soil,0.24,0.24,0.0862469,0.5263801,13089.49219,13127.2666,L83A,92,4879,632.2779678,GBER_CONUS_wet_poly,174.778656
6891,COB,2,33,479,449,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,7332.577148,65993.19434,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.95,clay loam,5,Poorly drained soil,0.24,0.24,0.169457,0.4597012,3388.457764,3368.297363,L83A,92,4879,110.7971046,GBER_CONUS_wet_poly,200.1299744
6918,COB,2,33,472,453,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,3012.48169,27112.33521,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.233333333,silty clay loam,5,Webster,0.2533333,0.2533333,0.00001,0.2046154,646.3800049,615.9472656,L111A,93,11415,311.043431,GBER_CONUS_wet_poly,454.5112915
6919,COB,2,33,472,453,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,19103.69727,171933.2754,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.75,clay loam,3.5,Poorly drained soil,0.13,0.13,0.1352013,1.0314442,20385.46289,19689.9043,L13A,85,2098,403.3678364,GBER_CONUS_wet_poly,82.4087219
6920,COB,2,33,472,453,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,21671.22852,195041.0566,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.175,clay loam,5,Canisteo,0.25,0.25,0.0314497,0.4781072,10456.2041,10353.55469,L84A,92,11242,469.8293408,GBER_CONUS_wet_poly,192.4254608
6921,COB,2,33,472,453,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,10939.67676,98457.09082,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.875,clay loam,5,Canisteo,0.25,0.25,0.0982767,0.5275328,5896.762207,5766.792969,L84A,91,2098,583.4313143,GBER_CONUS_wet_poly,172.5011139
6922,COB,2,33,472,453,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,12032.45801,108292.1221,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.45,clay loam,5,Canisteo,0.24,0.24,0.36919,0.4888861,5900.365723,5878.174316,L5A,94,11415,704.1754132,GBER_CONUS_wet_poly,192.2738342
6923,COB,2,33,472,453,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,15663.32715,140969.9443,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.166666667,loam,4,Delft,0.1666667,0.1666667,0.3985031,0.6441146,10017.26953,10081.54297,L5A,89,2098,361.9899362,GBER_CONUS_wet_poly,138.1741638
6924,COB,2,33,472,453,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,3710.635742,33395.72168,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.55,clay loam,5,Canisteo,0.24,0.24,0.7559008,0.3467782,1292.095581,1285.820801,L107A,95,2098,786.326884,GBER_CONUS_wet_poly,273.9503479
6925,COB,2,33,472,453,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,34235.02344,308115.2109,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.75,clay loam,3.5,Canisteo,0.13,0.13,0.1522037,0.7378958,25162.98633,25243.2832,L78A,85,2098,563.6776708,GBER_CONUS_wet_poly,115.192421
6926,COB,2,33,472,453,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,8057.466309,72517.19678,Cultivated Crops,Prime farmland if protected from flooding or not frequently flooded during the growing season,Poorly drained,Partially Hydric,0.5,None,0.9,silty clay loam,4.666666667,Coland,0.2666667,0.2666667,4.8676224,0.3324785,2639.214111,2676.966553,L126A,84,11415,703.9063502,GBER_CONUS_wet_poly,252.6479187
6927,COB,2,33,472,453,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,24465.18945,220186.7051,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.233333333,clay loam,4,Poorly drained soil,0.1666667,0.1666667,0.1894399,0.6520548,16003.38184,15940.89063,L83A,90,2098,777.9281506,GBER_CONUS_wet_poly,138.0251923
6928,COB,2,33,472,453,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,20284.94336,182564.4902,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.8,clay loam,5,Canisteo,0.26,0.26,0.2754932,0.5064352,10296.33398,10265.44629,L84A,90,4400,714.5388733,GBER_CONUS_wet_poly,177.7127533
6929,COB,2,33,472,453,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,5789.769043,52107.92139,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.8,loam,4.5,Fieldon,0.28,0.28,0.2822573,0.3949741,2271.496338,2285.12915,L84A,84,4400,463.6504791,GBER_CONUS_wet_poly,212.6721497
6930,COB,2,33,479,449,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,12091.99316,108827.9385,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.866666667,clay loam,5,Poorly drained soil,0.2533333,0.2533333,0.1034353,0.5524734,6712.552246,6675.578613,L83A,91,2098,937.4933928,GBER_CONUS_wet_poly,164.7138062
6931,COB,2,33,472,453,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,3414.19458,30727.75122,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.866666667,clay loam,5,Poorly drained soil,0.2533333,0.2533333,0.456822,0.3716682,1234.310303,1268.01355,L83A,91,4400,629.5080765,GBER_CONUS_wet_poly,244.8420105
6932,COB,2,33,479,449,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,6543.638672,58892.74805,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.8,clay loam,5,Canisteo,0.26,0.26,0.189143,0.5227215,3344.89502,3417.978516,L78A,90,4400,1013.988846,GBER_CONUS_wet_poly,172.1758118
6933,COB,2,33,472,453,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,20372.99805,183356.9824,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.95,clay loam,5,Poorly drained soil,0.24,0.24,0.3214453,0.4517383,9147.700195,9196.493164,L83A,92,4400,235.4831265,GBER_CONUS_wet_poly,203.6577454
6934,COB,2,33,472,453,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,3730.631348,33575.68213,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.6,clay loam,5,Harps,0.28,0.28,0.5762333,0.1645807,599.8967285,613.5390015,L84A,86,4400,90.41849761,GBER_CONUS_wet_poly,522.539917
6936,MAP,3,13,429,415,Blue Earth,Lower Maple,Map btwn gauges,BT,3,LO,19,23942.125,215479.125,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.75,silty clay loam,5,Waldorf,0.28,0.28,0.2470116,0.2835605,6798.646484,6784.942871,230,90,8266,996.0829203,GBER_CONUS_wet_poly,317.3926086
6937,COB,2,33,386,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,15373.92285,138365.3057,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.95,silty clay loam,5,Webster,0.24,0.24,0.6656188,0.4028534,6199.914063,6188.904297,L107A,92,8025,497.5672187,GBER_CONUS_wet_poly,228.3708954
6938,COB,2,33,386,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,6016.376953,54147.39258,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.8,silty clay loam,5,Webster,0.26,0.26,0.1604559,0.4009452,2370.789307,2410.468262,L84A,90,8025,813.7105832,GBER_CONUS_wet_poly,224.4695587
6939,COB,2,33,386,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,7838.113281,70543.01953,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,silty clay loam,5,Webster,0.24,0.24,0.2272371,0.3939026,3094.892822,3085.188477,L112A,94,13164,486.9098976,GBER_CONUS_wet_poly,238.6376495
6940,COB,2,33,386,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,3591.883545,32326.9519,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.85,clay loam,5,Cordova,0.28,0.28,0.8159303,0.4447396,1621.075806,1596.282349,L81A,86,13164,85.2602901,GBER_CONUS_wet_poly,193.3715973
6941,COB,2,33,386,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,67457.92969,607121.3672,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.9,clay loam,5,Canisteo,0.25,0.25,0.3215118,0.6406935,42970.03516,43188.16797,L78A,91,10568,34.09008377,GBER_CONUS_wet_poly,142.0335999
6942,COB,2,33,386,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,47662.95313,428966.5781,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.775,clay loam,5,Canisteo,0.195,0.195,2.0584364,0.4746838,22339.09375,22608.26953,L78A,69,10568,0,GBER_CONUS_wet_poly,145.3599243
6943,COB,2,33,386,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,12975.48047,116779.3242,Herbaceuous,Not prime farmland,Poorly drained,Partially Hydric,0.5,None,1.1,silty clay loam,5,Havelock,0.24,0.24,5.8441758,0.352757,4457.437988,4573.853027,L127A,20,6467,19.86464421,GBER_CONUS_wet_poly,56.6962471
6944,COB,2,33,386,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,3498.071045,31482.6394,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1.35,clay loam,5,Harps,0.26,0.26,0.2801359,0.4070889,1417.890747,1422.982178,L90A,92,10568,209.4886487,GBER_CONUS_wet_poly,225.9948425
6945,COB,2,33,386,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,3511.261719,31601.35547,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.05,clay loam,5,Cordova,0.28,0.28,0.00001,0.3917642,1364.514648,1374.583008,L108A,86,6467,192.7999623,GBER_CONUS_wet_poly,219.5198059
6946,COB,2,33,386,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,8645.224609,77807.02148,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.9,clay loam,5,Cordova,0.28,0.28,0.022207,0.3542385,3070.184815,3060.233643,L84A,86,4252,345.7671694,GBER_CONUS_wet_poly,242.7743073
6947,COB,2,33,439,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,20632.25195,185690.2676,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.1,clay loam,5,Cordova,0.28,0.28,0.1917171,0.6008183,12361.23438,12387.16504,L81A,90,10568,355.0544379,GBER_CONUS_wet_poly,149.7957153
6948,COB,2,33,439,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,36625.94531,329633.5078,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.8,clay loam,5,Canisteo,0.26,0.26,0.3889743,0.2439816,8893.130859,8929.527344,L78A,90,4252,460.6944206,GBER_CONUS_wet_poly,368.8802185
6949,COB,2,33,440,439,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,3258.293701,29324.64331,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Partially Hydric,0.5,None,1.6,clay loam,5,Le Sueur,0.26,0.26,1.8460079,0.5402411,1794.140503,1758.973389,L81A,92,7968,486.1217889,GBER_CONUS_wet_poly,170.294342
6950,COB,2,33,440,439,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,7580.643066,68225.7876,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.85,clay loam,5,Cordova,0.28,0.28,0.1511946,0.5969893,4497.120117,4522.243164,L81A,86,7968,271.0860958,GBER_CONUS_wet_poly,144.0561829
6951,COB,2,33,439,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,4847.82666,43630.43994,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,1.1,loam,5,Hamel,0.28,0.28,0.0957999,0.3554817,1727.641357,1722.055664,L84A,92,8540,128.8003651,GBER_CONUS_wet_poly,258.8037415
6952,COB,2,33,439,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,6041.847168,54376.62451,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,0.9,loam,5,Hamel,0.1933333,0.1933333,0.3154031,0.6439557,3546.907715,3887.843262,L36A,63,2187,0,GBER_CONUS_wet_poly,97.8328171
