Site_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,area_m2,DA_9_SA_m2,LAND_COVER,FrmlndCls,DrainClass,HydrcRatng,Hydri,PondFCls,Slope,SurfText,Tfactor,compname,KfactorRF,KfactorWS,mean_slope,mean_D_m,total_V_m3,mean_V_m3,MUSYM,CropProdIn,NEAR_FID,NEAR_DIST,NEAR_FC,CPI_depth
6654,MAP,3,13,466,416,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,6764.421387,60879.79248,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Marna,0.28,0.28,0.2090066,0.2236024,1521.390381,1511.567627,110,84,6,1254.231703,GBER_CONUS_wet_poly,375.6668701
6655,COB,3,10,446,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,4072.150147,36649.35132,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.75,silty clay loam,5,Marna,0.28,0.28,0.7446491,0.7907268,3330.54126,3217.850586,110,91,7909,411.6067035,GBER_CONUS_wet_poly,115.0839996
6656,COB,3,10,446,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,5358.105957,48222.95361,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Marna,0.28,0.28,2.8696852,0.1498498,776.8216553,802.3928223,110,84,7244,1023.464827,GBER_CONUS_wet_poly,560.5611572
6657,COB,3,10,446,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,3027.657471,27248.91724,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Marna,0.28,0.28,1.5116788,0.1938508,580.9709473,586.5350952,110,84,7244,1131.313911,GBER_CONUS_wet_poly,433.3229065
6658,COB,3,10,446,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,26214.98242,235934.8418,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Marna,0.28,0.28,0.7890173,0.2007692,5171.413574,5259.768555,110,84,7244,1311.840391,GBER_CONUS_wet_poly,418.3908386
6659,MAP,3,13,466,416,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,139219.7656,1252977.891,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Marna,0.28,0.28,0.321404,0.2911744,40472.08203,40511.19922,310,83,6,465.2070471,GBER_CONUS_wet_poly,285.0524902
6660,MAP,3,13,466,416,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,8101.058594,72909.52734,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.5,silty clay,5,Lura,0.28,0.28,1.6464218,0.1594897,1304.785034,1291.206909,310,79,6,567.7764493,GBER_CONUS_wet_poly,495.3298645
6661,MAP,3,13,466,416,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,5910.874512,53197.87061,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.5,silty clay,5,Lura,0.28,0.28,1.4119331,0.0898766,458.6403503,530.911438,211,81,6,840.8359684,GBER_CONUS_wet_poly,901.2355347
6662,COB,3,10,446,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,28140.75977,253266.8379,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1.3,silty clay,5,Lura,0.28,0.28,0.2434264,0.4753672,13284.1377,13368.44727,230,85,7397,64.5158387,GBER_CONUS_wet_poly,178.8091278
6663,MAP,3,13,466,416,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,3532.056397,31788.50757,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Marna,0.28,0.28,0.4548521,0.140754,490.2461853,496.8293762,997,84,4962,579.7613796,GBER_CONUS_wet_poly,596.7858887
6664,MAP,3,13,466,416,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,71405.79688,642652.1719,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,0.0981549,0.4454752,31933.88672,31789.16016,310,79,6,55.20019478,GBER_CONUS_wet_poly,177.3387299
6665,MAP,3,13,466,416,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,4635.606445,41720.45801,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,1.9764707,0.2044478,910.8149414,947.1299438,310,79,6,1209.707845,GBER_CONUS_wet_poly,386.4066772
6666,MAP,3,13,466,416,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,3481.568848,31334.11963,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.666666667,silty clay loam,5,Marna,0.28,0.28,0.2082298,0.1928325,656.0161743,670.9275513,310,82,6,1327.706028,GBER_CONUS_wet_poly,425.239563
6667,COB,2,33,426,425,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,10269.38086,92424.42773,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.05,silty clay loam,5,Brownton,0.28,0.28,0.9734934,0.3325973,3448.369385,3413.123047,L115A,84,12011,63.62203855,GBER_CONUS_wet_poly,252.5576324
6668,MAP,3,13,417,416,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,71662.13281,644959.1953,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.2,silty clay loam,5,Marna,0.28,0.28,0.0567763,0.2550213,18095.28906,18263.74414,211,83,9998,588.4180622,GBER_CONUS_wet_poly,325.4630432
6669,MAP,3,13,466,416,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,3154.255615,28388.30054,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silty clay loam,5,Marna,0.28,0.28,0.968776,0.119352,377.0328369,376.2276917,110,87,13371,723.6099214,GBER_CONUS_wet_poly,728.9365234
6670,MAP,3,13,466,416,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,5356.36377,48207.27393,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Marna,0.28,0.28,0.1705004,0.2251554,1185.442871,1205.246216,211,84,9998,420.2006253,GBER_CONUS_wet_poly,373.0757446
6671,MAP,3,13,466,416,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,5752.914063,51776.22656,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,2,silty clay loam,5,Marna,0.28,0.28,1.0907594,1.1673207,6902.367676,6711.246582,211,90,13371,160.5272855,GBER_CONUS_wet_poly,77.0996323
6672,MAP,3,13,466,416,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,15421.98145,138797.833,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Marna,0.28,0.28,1.1883854,0.5037484,7752.687012,7763.853027,310,82,3170,52.41886131,GBER_CONUS_wet_poly,162.7796936
6673,MAP,3,13,466,416,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,47526.79297,427741.1367,Herbaceuous,Prime farmland if drained,Poorly drained,All Hydric,1,None,3.25,silty clay loam,5,Marna,0.28,0.28,1.5453955,1.1723312,55645.875,55681.84766,211,89,13371,54.34023924,GBER_CONUS_wet_poly,75.9171143
6674,MAP,3,13,466,416,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,3899.646973,35096.82275,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Marna,0.28,0.28,1.706708,0.5975335,2226.409912,2328.688477,211,84,3170,548.214433,GBER_CONUS_wet_poly,140.5778809
6679,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,12615.23828,113537.1445,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1.75,clay loam,4.25,Canisteo,0.195,0.195,0.0261428,1.4251021,17661.29102,17963.92188,ClB2,88,11524,66.43433715,GBER_CONUS_wet_poly,61.7499619
6685,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,5482.99707,49346.97363,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1,clay loam,5,Glencoe,0.28,0.28,0.2033243,0.7079504,3899.390625,3878.652344,Gc,86,11524,265.652382,GBER_CONUS_wet_poly,121.4774475
6686,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,3306.223389,29756.0105,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Webster,0.26,0.26,0.0124284,0.2925732,947.9373169,966.5557861,Gc,90,3184,309.0448236,GBER_CONUS_wet_poly,307.6152649
6687,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,29276.12695,263485.1426,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,3.5,Webster,0.13,0.13,0.2861321,0.6809412,19690.77734,19919.72266,My,85,3184,314.2804603,GBER_CONUS_wet_poly,124.8272171
6688,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,111991.8516,1007926.664,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.769230769,clay loam,3.846153846,Webster,0.2076923,0.2053846,0.9789404,0.9005083,100439.9844,100770.8047,WaB,79,9614,323.2212793,GBER_CONUS_wet_poly,87.7282333
6689,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,10360.31445,93242.83008,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,3.5,Webster,0.13,0.13,0.6076718,0.5846701,6061.859863,6052.630859,Wt,85,9614,124.8684845,GBER_CONUS_wet_poly,145.3811188
6690,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,16734.93164,150614.3848,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1,clay loam,3.5,Glencoe,0.15,0.15,1.4173568,0.8683728,14560.00586,14520.80957,Gc,82,9614,487.5011296,GBER_CONUS_wet_poly,94.4294891
6692,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,6225.061035,56025.54932,Emergent Herbaceuous Wetlands,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,3.5,Webster,0.13,0.13,2.4286485,0.4536709,2903.040039,2821.921875,Wt,85,9614,0,GBER_CONUS_wet_poly,187.3604889
6693,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,5459.170898,49132.53809,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1,clay loam,3.5,Glencoe,0.15,0.15,1.7941549,0.3325551,1777.839233,1814.057251,My,82,9614,299.5945731,GBER_CONUS_wet_poly,246.5757141
6694,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,20045.2207,180406.9863,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,3.333333333,clay loam,4,Webster,0.1666667,0.1666667,0.3393634,0.9922232,19851.41016,19873.76563,Wt,87,1691,144.9614149,GBER_CONUS_wet_poly,87.6818848
6695,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,24310.40039,218793.6035,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,2.166666667,clay loam,4.5,Glencoe,0.21,0.21,1.2159226,0.7310455,17409.11719,17758.13086,My,91,11843,110.9896679,GBER_CONUS_wet_poly,124.479248
6696,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,7459.273438,67133.46094,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Webster,0.24,0.24,0.2742342,0.5712839,4210.933594,4258.03125,Wt,90,8108,463.451543,GBER_CONUS_wet_poly,157.5398712
6697,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,4292.512207,38632.60986,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1,clay loam,5,Canisteo,0.24,0.24,0.8595782,0.3589124,1482.666992,1539.430054,Ce,90,1691,485.9994807,GBER_CONUS_wet_poly,250.7575836
6698,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,12469.82813,112228.4531,Cultivated Crops,Not prime farmland,Very poorly drained,All Hydric,1,Frequent,1,muck,3.5,Muck,0.13,0.13,1.791067,0.5299901,6482.30957,6603.722168,Cf,82,8108,126.7918583,GBER_CONUS_wet_poly,154.7198639
6699,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,5286.499023,47578.49121,Cultivated Crops,Not prime farmland,Very poorly drained,All Hydric,1,Frequent,1,muck,2,Muck,0.02,0.02,2.3254392,0.2994078,1649.137817,1581.581787,My,77,8108,186.764219,GBER_CONUS_wet_poly,257.1743774
6700,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,4025.87085,36232.83765,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,0,None,2.5,loam,5,Clarion,0.28,0.28,0.0200539,0.6440343,2608.339111,2590.77124,ClB2,90,8046,650.2632647,GBER_CONUS_wet_poly,139.7441101
6701,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,8040.234375,72362.10938,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1,clay loam,3.5,Canisteo,0.13,0.13,0.1408828,0.5990648,4852.425293,4812.852539,My,82,8046,573.2486523,GBER_CONUS_wet_poly,136.8800049
6702,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,19383.60742,174452.4668,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,4,Webster,0.1666667,0.1666667,1.5334454,0.535965,10419.16016,10380.81641,Wt,85,8108,548.5717426,GBER_CONUS_wet_poly,158.5924377
6730,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,3833.085449,34497.76904,Cultivated Crops,Not prime farmland,Very poorly drained,All Hydric,1,Frequent,2,muck,3.666666667,Muck,0.1666667,0.1666667,1.1269643,1.1490269,4281.273926,4400.883789,My,78,11291,797.7105393,GBER_CONUS_wet_poly,67.8835297
6731,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,4205.003418,37845.03076,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,3.5,clay loam,4.5,Glencoe,0.25,0.25,0.00001,1.2315664,4987.84375,5174.700684,Gc,75,4498,854.3371924,GBER_CONUS_wet_poly,60.898056
6732,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,14122.33691,127101.0322,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,3.5,clay loam,5,Glencoe,0.26,0.26,0.7672908,0.7995685,11398.64941,11282.95801,Gc,92,11843,585.2220226,GBER_CONUS_wet_poly,115.0620575
6733,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,47007.41797,423066.7617,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,3.25,clay loam,4,Webster,0.175,0.1675,0.3160421,1.1368878,53226.81641,53400.50391,DaC,78,1723,403.3007898,GBER_CONUS_wet_poly,68.6083527
6734,LES,1,30,497,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,5272.975098,47456.77588,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1,clay loam,5,Glencoe,0.26,0.26,0.3857183,0.4425529,2330.041016,2331.75293,Wt,90,1723,258.8642634,GBER_CONUS_wet_poly,203.3655396
6735,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,23565.11523,212086.0371,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,3.6,clay loam,4,Glencoe,0.212,0.212,0.2512945,0.6370095,15118.14648,14999.4873,Gc,69,245,456.6419668,NCED easement_GBERB,108.318634
6736,LES,1,30,497,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,7682.170898,69139.53809,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1,clay loam,4,Glencoe,0.18,0.18,0.2656234,0.8462786,6169.371582,6496.193359,Wt,85,1723,210.6243338,GBER_CONUS_wet_poly,100.4397354
6737,LES,1,30,536,497,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,8135.503906,73219.53516,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,2,clay loam,5,Glencoe,0.2666667,0.2666667,0.0736985,0.6311625,5112.416016,5130.823731,Gc,91,245,148.7366327,NCED easement_GBERB,144.1784058
6738,LES,1,30,536,497,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,6337.995606,57041.96045,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,0,None,2.5,loam,5,Clarion,0.28,0.28,0.3788843,0.5832199,3637.542236,3693.560303,ClB2,90,441,140.9783244,GBER_CONUS_wet_poly,154.3157196
6739,LES,1,30,536,497,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,8999.782227,80998.04004,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,2,clay loam,5,Glencoe,0.2666667,0.2666667,1.6585124,0.8238808,7474.246582,7408.964356,Gc,91,441,0,GBER_CONUS_wet_poly,110.4528732
6748,LES,1,30,497,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,52108.07031,468972.6328,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1,clay loam,4.666666667,Glencoe,0.2533333,0.2533333,0.2608814,0.8906077,46096.96484,46372.05859,Gc,84,13601,441.8495028,GBER_CONUS_wet_poly,94.317627
6749,LES,1,30,497,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,22453.07031,202077.6328,Cultivated Crops,Not prime farmland,Very poorly drained,All Hydric,1,Frequent,2.5,muck,4.25,Muck,0.205,0.205,0.1644711,0.7508148,16906.84766,16844.98438,ClB2,90,1723,833.7040453,GBER_CONUS_wet_poly,119.8697739
6750,LES,1,30,497,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,18366.68359,165300.1523,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,loam,4.5,Mayer,0.24,0.24,0.2278961,0.7821543,14698.24414,14354.42871,Mo,86,13601,260.4274523,GBER_CONUS_wet_poly,109.9527283
6751,LES,1,30,497,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,4706.27832,42356.50488,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Webster,0.24,0.24,0.4218448,0.4879149,2292.224121,2294.47583,Wt,93,1723,440.8524525,GBER_CONUS_wet_poly,190.6070099
6752,LES,1,30,497,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,13503.90723,121535.165,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,4,Webster,0.18,0.18,0.2554319,0.9454817,12789.53027,12757.77344,Gc,85,13601,701.968015,GBER_CONUS_wet_poly,89.901268
6753,LES,1,30,497,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,35105.19922,315946.793,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,3.333333333,clay loam,4,Glencoe,0.18,0.18,0.2209746,1.3884845,48360.91797,48705.17578,Gc,85,13601,252.299567,GBER_CONUS_wet_poly,61.2178268
6754,LES,1,30,497,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,3159.162354,28432.46118,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Webster,0.24,0.24,0.2725524,0.3222847,1018.097229,1017.358032,Wt,93,1723,991.452559,GBER_CONUS_wet_poly,288.5647583
6755,LES,1,30,497,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,4847.897949,43631.08154,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.75,clay loam,4,Webster,0.185,0.185,0.3446907,0.8327501,4182.071289,4033.94458,Wt,83,1723,275.8486506,GBER_CONUS_wet_poly,99.6697617
6756,LES,1,30,497,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,10625.73145,95631.58301,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,2,clay loam,4,Glencoe,0.1933333,0.1933333,0.0492983,0.7642812,7985.973633,8114.737793,Gc,86,13601,679.1322049,GBER_CONUS_wet_poly,112.5240326
6757,LES,1,30,539,497,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,4795.663574,43160.97217,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Webster,0.24,0.24,0.2511307,0.3071233,1467.742188,1471.713745,NcA,96,1723,664.0924365,GBER_CONUS_wet_poly,312.578064
6758,LES,1,30,497,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,11470.58203,103235.2383,Cultivated Crops,Farmland of statewide importance,Well drained,Not Hydric,0,None,3.25,loam,4.25,Clarion,0.185,0.185,0.2327245,0.6438912,7040.950195,7380.074707,Wt,89,13601,560.7887335,GBER_CONUS_wet_poly,138.2221069
6759,LES,1,30,497,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,4323.960938,38915.64844,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,0,None,2.5,loam,5,Clarion,0.26,0.26,0.5231624,0.3965374,1702.335205,1713.280029,ClB2,94,13601,886.296457,GBER_CONUS_wet_poly,237.0520325
6760,LES,1,30,497,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,10525.01074,94725.09668,Cultivated Crops,Not prime farmland,Very poorly drained,All Hydric,1,Frequent,1,muck,4,Muck,0.1666667,0.1666667,0.4762038,0.7161745,7541.318359,7531.891602,Wt,88,13601,784.0596641,GBER_CONUS_wet_poly,122.8750763
6761,LES,1,30,539,497,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,3908.543457,35176.89111,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Webster,0.24,0.24,0.1594455,0.4887292,1860.592163,1908.735962,Wt,93,13601,1037.775702,GBER_CONUS_wet_poly,190.2894287
6762,LES,1,30,539,497,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,85453.625,769082.625,Cultivated Crops,Not prime farmland,Very poorly drained,All Hydric,1,Frequent,1,muck,1,Muck,0.1,0.1,0.3858422,0.3238362,27542.27148,27651.46094,Mu,74,1723,832.7941339,GBER_CONUS_wet_poly,228.5105591
6763,LES,1,30,490,505,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,54005.78906,486052.1016,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,5.666666667,clay loam,5,Glencoe,0.2533333,0.2533333,0.4238163,0.9501204,51332.16016,51272.29688,CsC2,88,156,56.72108848,NCED easement_GBERB,92.6198349
6764,LES,1,30,505,518,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,9012.923828,81116.31445,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,2,clay loam,5,Glencoe,0.2666667,0.2666667,0.723851,0.6365544,5929.503906,5732.763672,Gc,91,13601,213.3045003,GBER_CONUS_wet_poly,142.9571533
6765,LES,1,30,505,518,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,3021.46582,27193.19238,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,3.333333333,clay loam,5,Canisteo,0.24,0.24,1.3329207,0.6098273,1877.048462,1841.142822,Ce,90,7937,342.7465242,GBER_CONUS_wet_poly,147.5827637
6766,LES,1,30,505,518,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,120767.4063,1086906.656,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,2.777777778,clay loam,4.555555556,Glencoe,0.2288889,0.2288889,0.766547,0.6735427,80689.74219,81279.01563,CsC2,89,8316,0,GBER_CONUS_wet_poly,132.1371307
6767,LES,1,30,505,518,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,14825.02051,133425.1846,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,3.333333333,clay loam,5,Canisteo,0.24,0.24,0.6585648,0.5550884,8228.075195,8222.814453,Ce,90,7937,318.1638944,GBER_CONUS_wet_poly,162.1363373
6768,LES,1,30,554,518,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,3650.306885,32852.76196,Cultivated Crops,Farmland of statewide importance,Well drained,Not Hydric,0,None,4.5,loam,3,Clarion,0.17,0.17,2.4130282,0.6767787,2357.220215,2468.532471,Mu,74,156,45.9515257,NCED easement_GBERB,109.3414993
6778,COB,3,34,400,397,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,16,11810.9873,106298.8857,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.75,silty clay,5,Lura,0.28,0.28,0.0075116,0.6156855,7480.57959,7266.95166,211,79,2688,990.2951973,GBER_CONUS_wet_poly,128.3122559
6779,COB,2,35,420,414,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,20615.5332,185539.7988,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,0,None,2.5,loam,5,Lester,0.272,0.272,0.0536935,0.4592907,9412.244141,9462.150391,106B,88,2688,1017.307981,GBER_CONUS_wet_poly,191.5997925
6780,COB,2,35,482,483,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,3793.197998,34138.78198,Herbaceuous,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.5,silty clay,5,Lura,0.28,0.28,5.6324053,0.293663,1046.614868,1113.161743,211,81,12908,1201.787245,GBER_CONUS_wet_poly,275.8263855
6781,COB,3,34,400,397,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,16,12807.02344,115263.2109,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,1,Frequent,0.75,silt loam,5,Barbert,0.28,0.28,0.0585427,0.1298736,1588.484375,1662.173706,319,84,2688,1259.356582,GBER_CONUS_wet_poly,646.7825317
6782,COB,2,35,482,483,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,45523.25,409709.25,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.5,silty clay,4,Lura,0.1933333,0.1933333,0.5651785,0.2506664,11268.71094,11403.36035,211,79,12908,1342.912809,GBER_CONUS_wet_poly,315.1598511
6783,COB,2,35,482,483,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,15569.17383,140122.5645,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.625,silty clay,5,Lura,0.28,0.28,0.2094927,0.4662962,7402.918945,7254.899414,211,82,13565,546.0525892,GBER_CONUS_wet_poly,175.8538818
